indicator_code,indicator_name,year,age_group,sex,indicator_value
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1997,18+  years,Male,1.3
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1998,18+  years,Male,1.3
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1999,18+  years,Male,1.4
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2000,18+  years,Male,1.5
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2013,18+  years,Male,3.4
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2014,18+  years,Male,3.6
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2015,18+  years,Male,3.9
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2016,18+  years,Male,4.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1977,18+  years,Both sexes,18.6
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1978,18+  years,Both sexes,18.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,18+  years,Both sexes,18.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1980,18+  years,Both sexes,17.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1993,18+  years,Both sexes,15
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1994,18+  years,Both sexes,14.8
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,18+  years,Both sexes,14.6
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1996,18+  years,Both sexes,14.4
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1997,18+  years,Both sexes,14.2
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2010,18+  years,Both sexes,11.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2011,18+  years,Both sexes,11.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2012,18+  years,Both sexes,11.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2013,18+  years,Both sexes,10.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1977,18+  years,Female,18
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1978,18+  years,Female,17.8
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,18+  years,Female,17.6
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1980,18+  years,Female,17.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1993,18+  years,Female,14.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1994,18+  years,Female,13.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,18+  years,Female,13.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1996,18+  years,Female,13.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1997,18+  years,Female,13.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2010,18+  years,Female,10.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2011,18+  years,Female,10.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2012,18+  years,Female,10.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2013,18+  years,Female,10.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1977,18+  years,Male,19.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1978,18+  years,Male,18.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,18+  years,Male,18.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1980,18+  years,Male,18.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1993,18+  years,Male,15.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1994,18+  years,Male,15.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,18+  years,Male,15.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1996,18+  years,Male,15.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1997,18+  years,Male,15.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2010,18+  years,Male,12.4
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2011,18+  years,Male,12.2
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2012,18+  years,Male,11.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2013,18+  years,Male,11.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1977,18+  years,Both sexes,18.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1978,18+  years,Both sexes,17.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1979,18+  years,Both sexes,17.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1980,18+  years,Both sexes,17.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1993,18+  years,Both sexes,14.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1994,18+  years,Both sexes,14.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,18+  years,Both sexes,14.6
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1996,18+  years,Both sexes,14.4
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1997,18+  years,Both sexes,14.2
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2010,18+  years,Both sexes,11.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2011,18+  years,Both sexes,11.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2012,18+  years,Both sexes,11.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2013,18+  years,Both sexes,11.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1977,18+  years,Female,17.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1978,18+  years,Female,17.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1979,18+  years,Female,17.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1980,18+  years,Female,16.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1993,18+  years,Female,14
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1994,18+  years,Female,13.8
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,18+  years,Female,13.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1996,18+  years,Female,13.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1997,18+  years,Female,13.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2010,18+  years,Female,10.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2011,18+  years,Female,10.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2012,18+  years,Female,10.6
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2013,18+  years,Female,10.4
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1977,18+  years,Male,18.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1978,18+  years,Male,18.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1979,18+  years,Male,18.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1980,18+  years,Male,18.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1993,18+  years,Male,15.8
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1994,18+  years,Male,15.6
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,18+  years,Male,15.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1996,18+  years,Male,15.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1997,18+  years,Male,15.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2010,18+  years,Male,12.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2011,18+  years,Male,12.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2012,18+  years,Male,12
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2013,18+  years,Male,11.8
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1982,18+  years,Both sexes,20.7
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1983,18+  years,Both sexes,20.8
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1984,18+  years,Both sexes,20.9
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1985,18+  years,Both sexes,21
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1999,18+  years,Both sexes,22.2
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2000,18+  years,Both sexes,22.3
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2001,18+  years,Both sexes,22.4
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2002,18+  years,Both sexes,22.5
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2016,18+  years,Both sexes,23.2
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1982,18+  years,Female,21.2
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1983,18+  years,Female,21.3
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1984,18+  years,Female,21.4
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1985,18+  years,Female,21.5
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1999,18+  years,Female,22.7
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2000,18+  years,Female,22.8
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2001,18+  years,Female,22.9
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2002,18+  years,Female,23
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2016,18+  years,Female,23.9
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1982,18+  years,Male,20.2
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1983,18+  years,Male,20.3
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1984,18+  years,Male,20.4
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1985,18+  years,Male,20.5
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1999,18+  years,Male,21.7
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2000,18+  years,Male,21.8
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2001,18+  years,Male,21.8
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2002,18+  years,Male,21.9
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),2016,18+  years,Male,22.5
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1982,18+  years,Both sexes,20.6
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,18+  years,Both sexes,20.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,18+  years,Both sexes,20.8
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,18+  years,Both sexes,20.9
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1999,18+  years,Both sexes,22
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,18+  years,Both sexes,22.1
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,18+  years,Both sexes,22.2
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,18+  years,Both sexes,22.3
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,18+  years,Both sexes,23
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1982,18+  years,Female,21.2
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,18+  years,Female,21.3
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,18+  years,Female,21.3
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,18+  years,Female,21.4
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1999,18+  years,Female,22.6
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,18+  years,Female,22.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,18+  years,Female,22.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,18+  years,Female,22.8
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,18+  years,Female,23.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1982,18+  years,Male,20.1
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,18+  years,Male,20.2
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,18+  years,Male,20.3
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,18+  years,Male,20.4
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1999,18+  years,Male,21.5
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,18+  years,Male,21.6
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,18+  years,Male,21.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,18+  years,Male,21.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,18+  years,Male,22.4
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1979,18+  years,Male,7.2
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1980,18+  years,Male,7.4
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1981,18+  years,Male,7.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1982,18+  years,Male,7.8
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,18+  years,Male,12.3
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1997,18+  years,Male,12.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1998,18+  years,Male,13
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1999,18+  years,Male,13.4
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,18+  years,Male,20
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2014,18+  years,Male,20.5
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2015,18+  years,Male,21.1
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2016,18+  years,Male,21.7
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1979,18+  years,Female,12.7
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1980,18+  years,Female,13.1
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1981,18+  years,Female,13.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1982,18+  years,Female,14
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,18+  years,Female,21.7
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1997,18+  years,Female,22.4
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1998,18+  years,Female,23
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1999,18+  years,Female,23.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,18+  years,Female,33.8
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2014,18+  years,Female,34.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2015,18+  years,Female,35.3
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2016,18+  years,Female,36.1
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1979,18+  years,Both sexes,10
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1980,18+  years,Both sexes,10.3
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1981,18+  years,Both sexes,10.7
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1982,18+  years,Both sexes,11
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,18+  years,Both sexes,17.1
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1997,18+  years,Both sexes,17.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1998,18+  years,Both sexes,18.1
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1999,18+  years,Both sexes,18.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,18+  years,Both sexes,26.9
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2014,18+  years,Both sexes,27.6
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2015,18+  years,Both sexes,28.3
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2016,18+  years,Both sexes,28.9
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1979,18+  years,Both sexes,9.1
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1980,18+  years,Both sexes,9.3
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1981,18+  years,Both sexes,9.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1982,18+  years,Both sexes,9.9
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1996,18+  years,Both sexes,15.2
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,18+  years,Both sexes,15.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1998,18+  years,Both sexes,16
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1999,18+  years,Both sexes,16.4
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2013,18+  years,Both sexes,24.1
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2014,18+  years,Both sexes,24.7
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2015,18+  years,Both sexes,25.4
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2016,18+  years,Both sexes,26
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1979,18+  years,Female,11.5
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1980,18+  years,Female,11.8
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1981,18+  years,Female,12.2
CHOL_01,Raised total cholesterol (>= 5.0 mmol/L) (crude estimate),2008,25+ years,Male,
CHOL_01,Raised total cholesterol (>= 5.0 mmol/L) (crude estimate),2008,25+ years,Female,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1980,20+ years,Male,21
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,20+ years,Male,21.1
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,20+ years,Male,21.2
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1994,20+ years,Male,21.6
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1996,20+ years,Male,21.8
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,20+ years,Male,22.4
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,20+ years,Male,22.5
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1980,20+ years,Female,22
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1982,20+ years,Female,22
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,20+ years,Female,22.1
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,20+ years,Female,22.2
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1991,20+ years,Female,22.4
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1996,20+ years,Female,22.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1998,20+ years,Female,22.9
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,20+ years,Female,23.3
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,20+ years,Female,23.5
CHOL_04,Mean Total Cholesterol (crude estimate),1982,25+ years,Male,4.1
CHOL_04,Mean Total Cholesterol (crude estimate),1984,25+ years,Male,4.1
CHOL_04,Mean Total Cholesterol (crude estimate),1989,25+ years,Male,3.9
CHOL_04,Mean Total Cholesterol (crude estimate),1991,25+ years,Male,3.9
CHOL_04,Mean Total Cholesterol (crude estimate),1998,25+ years,Male,3.7
CHOL_04,Mean Total Cholesterol (crude estimate),2000,25+ years,Male,3.7
CHOL_04,Mean Total Cholesterol (crude estimate),2007,25+ years,Male,3.8
CHOL_04,Mean Total Cholesterol (crude estimate),1985,25+ years,Female,4.4
CHOL_04,Mean Total Cholesterol (crude estimate),1987,25+ years,Female,4.4
CHOL_04,Mean Total Cholesterol (crude estimate),1992,25+ years,Female,4.2
CHOL_04,Mean Total Cholesterol (crude estimate),1994,25+ years,Female,4.2
CHOL_04,Mean Total Cholesterol (crude estimate),2001,25+ years,Female,4.1
CHOL_04,Mean Total Cholesterol (crude estimate),2003,25+ years,Female,4.1
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1980,25+ years,Male,4.2
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1982,25+ years,Male,4.1
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1989,25+ years,Male,3.9
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1991,25+ years,Male,3.9
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1996,25+ years,Male,3.8
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1998,25+ years,Male,3.7
CHOL_03,Mean Total Cholesterol (age-standardized estimate),2005,25+ years,Male,3.8
CHOL_03,Mean Total Cholesterol (age-standardized estimate),2007,25+ years,Male,3.8
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1981,25+ years,Female,4.6
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1983,25+ years,Female,4.6
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1988,25+ years,Female,4.4
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1990,25+ years,Female,4.3
CHOL_03,Mean Total Cholesterol (age-standardized estimate),1992,25+ years,Female,4.2
