indicator_code,indicator_name,year,indicator_value
WHS3_62,Measles - number of reported cases,1992 ,85965.0 
WHS3_62,Measles - number of reported cases,1991 ,44026.0 
WHS3_62,Measles - number of reported cases,1990 ,115682.0 
WHS3_53,Mumps - number of reported cases,2011 ,0.0 
WHS3_56,Neonatal tetanus - number of reported cases,2016 ,34.0 
WHS3_56,Neonatal tetanus - number of reported cases,2015 ,53.0 
WHS3_56,Neonatal tetanus - number of reported cases,2014 ,104.0 
WHS3_56,Neonatal tetanus - number of reported cases,2013 ,468.0 
WHS3_56,Neonatal tetanus - number of reported cases,1997 ,656.0 
WHS3_56,Neonatal tetanus - number of reported cases,1996 ,1117.0 
WHS3_56,Neonatal tetanus - number of reported cases,1995 ,388.0 
WHS3_56,Neonatal tetanus - number of reported cases,1994 ,693.0 
WHS3_49,Poliomyelitis - number of reported cases,2013 ,57.0 
WHS3_49,Poliomyelitis - number of reported cases,2012 ,130.0 
WHS3_49,Poliomyelitis - number of reported cases,2011 ,96.0 
WHS3_49,Poliomyelitis - number of reported cases,2010 ,48.0 
WHS3_49,Poliomyelitis - number of reported cases,1997 ,383.0 
WHS3_49,Poliomyelitis - number of reported cases,1996 ,942.0 
WHS3_49,Poliomyelitis - number of reported cases,1995 ,439.0 
WHS3_49,Poliomyelitis - number of reported cases,1994 ,502.0 
WHS3_49,Poliomyelitis - number of reported cases,1993 ,1083.0 
WHS3_49,Poliomyelitis - number of reported cases,1980 ,816.0 
WHS3_57,Total rubella - number of reported cases,2009 ,234.0 
WHS3_57,Total rubella - number of reported cases,2008 ,422.0 
WHS3_57,Total rubella - number of reported cases,2007 ,466.0 
WHS3_46,Total tetanus - number of reported cases,2008 ,721.0 
WHS3_46,Total tetanus - number of reported cases,2007 ,163.0 
WHS3_46,Total tetanus - number of reported cases,2006 ,1667.0 
WHS3_46,Total tetanus - number of reported cases,2002 ,3483.0 
WHS3_46,Total tetanus - number of reported cases,1985 ,2679.0 
WHS3_46,Total tetanus - number of reported cases,1984 ,2924.0 
WHS3_46,Total tetanus - number of reported cases,1983 ,2577.0 
WHS3_46,Total tetanus - number of reported cases,1982 ,3479.0 
WHS3_46,Total tetanus - number of reported cases,1981 ,3035.0 
WHS3_50,Yellow fever - number of reported cases,2011 ,387.0 
WHS3_50,Yellow fever - number of reported cases,2010 ,0.0 
WHS3_50,Yellow fever - number of reported cases,2009 ,0.0 
WHS3_50,Yellow fever - number of reported cases,2008 ,0.0 
WHS3_50,Yellow fever - number of reported cases,1988 ,5067.0 
WHS3_50,Yellow fever - number of reported cases,1987 ,2676.0 
WHS3_50,Yellow fever - number of reported cases,1986 ,1318.0 
WHS3_50,Yellow fever - number of reported cases,1985 ,6.0 
WHS3_43,Pertussis - number of reported cases,2012 ,11628.0 
WHS3_43,Pertussis - number of reported cases,2011 ,0.0 
WHS3_43,Pertussis - number of reported cases,2009 ,11281.0 
WHS3_43,Pertussis - number of reported cases,2008 ,13240.0 
WHS3_43,Pertussis - number of reported cases,1991 ,18685.0 
WHS3_43,Pertussis - number of reported cases,1990 ,42929.0 
WHS3_43,Pertussis - number of reported cases,1989 ,33555.0 
WHS3_43,Pertussis - number of reported cases,1988 ,34920.0 
WHS3_43,Pertussis - number of reported cases,1987 ,51316.0 
WHS3_45,Number of new leprosy cases,2018 ,2095.0 
WHS3_45,Number of new leprosy cases,2011 ,
WHS3_45,Number of new leprosy cases,2006 ,3544.0 
