indicator_code,indicator_name,year,age_group,sex,cause_code,cause_name,indicator_value
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,60-64 years,Male,,,236686.6
LIFE_0000000035,ex - expectation of life at age x,2010,60-64 years,Male,,,13.31758
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,65-69 years,Male,,,190475.9
LIFE_0000000035,ex - expectation of life at age x,2010,65-69 years,Male,,,10.39882
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,70-74 years,Male,,,0.35188
LIFE_0000000035,ex - expectation of life at age x,2010,70-74 years,Male,,,7.80445
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,75-79 years,Male,,,0.50734
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,80-84 years,Male,,,0.6793
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2010,80-84 years,Male,,,7134.445
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,85+ years,Male,,,1
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2010,85+ years,Male,,,3368.221
LIFE_0000000034,Tx - person-years lived above age x,2010,85+ years,Male,,,9647.264
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2010,<1 year,Female,,,7702.256
LIFE_0000000034,Tx - person-years lived above age x,2010,<1 year,Female,,,5261500
LIFE_0000000034,Tx - person-years lived above age x,2010,1-4 years,Female,,,5167003
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,5-9 years,Female,,,0.00424
LIFE_0000000034,Tx - person-years lived above age x,2010,5-9 years,Female,,,4810775
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,10-14 years,Female,,,0.00196
LIFE_0000000031,lx - number of people left alive at age x,2010,10-14 years,Female,,,85486.88
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,15-19  years,Female,,,0.00426
LIFE_0000000031,lx - number of people left alive at age x,2010,15-19  years,Female,,,84651.91
LIFE_0000000031,lx - number of people left alive at age x,2010,20-24 years,Female,,,82868.27
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,20-24 years,Female,,,408724.3
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,25-29 years,Female,,,395356.3
LIFE_0000000035,ex - expectation of life at age x,2010,25-29 years,Female,,,38.79314
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,30-34 years,Female,,,378999.8
LIFE_0000000035,ex - expectation of life at age x,2010,30-34 years,Female,,,35.20394
LIFE_0000000035,ex - expectation of life at age x,2010,35-39 years,Female,,,31.7603
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,40-44 years,Female,,,0.05203
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,45-49 years,Female,,,0.05316
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2010,45-49 years,Female,,,3528.389
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2010,50-54 years,Female,,,0.06485
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2010,50-54 years,Female,,,4075.035
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2010,55-59 years,Female,,,4888.534
LIFE_0000000034,Tx - person-years lived above age x,2010,55-59 years,Female,,,1022532
LIFE_0000000034,Tx - person-years lived above age x,2010,60-64 years,Female,,,740286.3
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,65-69 years,Female,,,0.04972
LIFE_0000000034,Tx - person-years lived above age x,2010,65-69 years,Female,,,489480.6
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,70-74 years,Female,,,0.08274
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,75-79 years,Female,,,0.13466
LIFE_0000000031,lx - number of people left alive at age x,2010,75-79 years,Female,,,23500.33
LIFE_0000000031,lx - number of people left alive at age x,2010,80-84 years,Female,,,11758.32
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,80-84 years,Female,,,36781.5
LIFE_0000000031,lx - number of people left alive at age x,2010,85+ years,Female,,,3812.259
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2010,85+ years,Female,,,11235.91
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,<1 year,Male,,,93962.9
LIFE_0000000035,ex - expectation of life at age x,2011,<1 year,Male,,,52.5155
LIFE_0000000035,ex - expectation of life at age x,2011,1-4 years,Male,,,56.34092
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,5-9 years,Male,,,0.01551
LIFE_0000000035,ex - expectation of life at age x,2011,5-9 years,Male,,,55.1746
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,10-14 years,Male,,,0.00752
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,15-19  years,Male,,,0.01651
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,15-19  years,Male,,,1404.697
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,20-24 years,Male,,,2096.169
LIFE_0000000034,Tx - person-years lived above age x,2011,20-24 years,Male,,,3522403
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,25-29 years,Male,,,2472.96
LIFE_0000000034,Tx - person-years lived above age x,2011,25-29 years,Male,,,3109332
LIFE_0000000034,Tx - person-years lived above age x,2011,30-34 years,Male,,,2707699
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,35-39 years,Male,,,0.01048
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,40-44 years,Male,,,0.0121
LIFE_0000000031,lx - number of people left alive at age x,2011,40-44 years,Male,,,72104.11
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,45-49 years,Male,,,0.01397
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,70-74 years,Male,,,0.08477
LIFE_0000000031,lx - number of people left alive at age x,2011,70-74 years,Male,,,33303.63
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,75-79 years,Male,,,0.1371
LIFE_0000000031,lx - number of people left alive at age x,2011,75-79 years,Male,,,21637.43
LIFE_0000000031,lx - number of people left alive at age x,2011,80-84 years,Male,,,10690.98
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,80-84 years,Male,,,33371.49
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,85+ years,Male,,,9864.229
LIFE_0000000035,ex - expectation of life at age x,2011,85+ years,Male,,,2.86726
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,<1 year,Female,,,94646.12
LIFE_0000000035,ex - expectation of life at age x,2011,<1 year,Female,,,53.03621
LIFE_0000000035,ex - expectation of life at age x,2011,1-4 years,Female,,,56.2635
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,5-9 years,Female,,,0.02018
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,10-14 years,Female,,,0.00969
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,10-14 years,Female,,,833.4552
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,15-19  years,Female,,,0.02108
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,15-19  years,Female,,,1796.387
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,20-24 years,Female,,,2295.092
LIFE_0000000034,Tx - person-years lived above age x,2011,20-24 years,Female,,,3566273
LIFE_0000000034,Tx - person-years lived above age x,2011,25-29 years,Female,,,3154763
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,30-34 years,Female,,,0.00912
LIFE_0000000034,Tx - person-years lived above age x,2011,30-34 years,Female,,,2756504
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,35-39 years,Female,,,0.01109
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2011,40-44 years,Female,,,0.01081
LIFE_0000000031,lx - number of people left alive at age x,2011,40-44 years,Female,,,70645.83
LIFE_0000000031,lx - number of people left alive at age x,2011,45-49 years,Female,,,66928.08
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,45-49 years,Female,,,325933.1
LIFE_0000000031,lx - number of people left alive at age x,2011,50-54 years,Female,,,63360.04
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,50-54 years,Female,,,306952.7
LIFE_0000000035,ex - expectation of life at age x,2011,50-54 years,Female,,,21.16677
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2011,55-59 years,Female,,,284633
LIFE_0000000035,ex - expectation of life at age x,2011,55-59 years,Female,,,17.45299
LIFE_0000000035,ex - expectation of life at age x,2011,60-64 years,Female,,,13.79462
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,65-69 years,Female,,,0.22036
LIFE_0000000035,ex - expectation of life at age x,2011,65-69 years,Female,,,10.67886
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,70-74 years,Female,,,0.34149
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,70-74 years,Female,,,12376.56
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2011,75-79 years,Female,,,0.49758
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,75-79 years,Female,,,11875.25
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2011,80-84 years,Female,,,8084.687
LIFE_0000000034,Tx - person-years lived above age x,2011,80-84 years,Female,,,49120.36
LIFE_0000000034,Tx - person-years lived above age x,2011,85+ years,Female,,,11535.49
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,<1 year,Male,,,0.08662
LIFE_0000000034,Tx - person-years lived above age x,2012,<1 year,Male,,,5296282
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,1-4 years,Male,,,0.01207
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,5-9 years,Male,,,0.00301
LIFE_0000000031,lx - number of people left alive at age x,2012,5-9 years,Male,,,87550.39
LIFE_0000000031,lx - number of people left alive at age x,2012,10-14 years,Male,,,86240.55
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,10-14 years,Male,,,429615.3
LIFE_0000000031,lx - number of people left alive at age x,2012,15-19  years,Male,,,85605.58
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,15-19  years,Male,,,424627.3
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,20-24 years,Male,,,415744.9
LIFE_0000000035,ex - expectation of life at age x,2012,20-24 years,Male,,,42.25309
LIFE_0000000035,ex - expectation of life at age x,2012,25-29 years,Male,,,38.26927
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,30-34 years,Male,,,0.03833
LIFE_0000000035,ex - expectation of life at age x,2012,30-34 years,Male,,,34.3629
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,35-39 years,Male,,,0.05008
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,40-44 years,Male,,,0.05837
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,40-44 years,Male,,,4247.212
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,45-49 years,Male,,,4594.626
LIFE_0000000034,Tx - person-years lived above age x,2012,45-49 years,Male,,,1619336
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,50-54 years,Male,,,5318.453
LIFE_0000000034,Tx - person-years lived above age x,2012,50-54 years,Male,,,1287897
LIFE_0000000034,Tx - person-years lived above age x,2012,55-59 years,Male,,,981097.3
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,60-64 years,Male,,,0.03465
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,65-69 years,Male,,,0.05228
LIFE_0000000031,lx - number of people left alive at age x,2012,65-69 years,Male,,,44030.75
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,70-74 years,Male,,,0.08424
LIFE_0000000031,lx - number of people left alive at age x,2012,70-74 years,Male,,,33814.99
LIFE_0000000031,lx - number of people left alive at age x,2012,75-79 years,Male,,,22029.75
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,75-79 years,Male,,,81405.36
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,80-84 years,Male,,,34136.89
LIFE_0000000035,ex - expectation of life at age x,2012,80-84 years,Male,,,4.05318
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,85+ years,Male,,,10122.88
LIFE_0000000035,ex - expectation of life at age x,2012,85+ years,Male,,,2.87079
LIFE_0000000035,ex - expectation of life at age x,2012,<1 year,Female,,,53.51871
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,1-4 years,Female,,,0.04909
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,5-9 years,Female,,,0.01945
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,5-9 years,Female,,,1717.386
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,10-14 years,Female,,,0.00944
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,10-14 years,Female,,,817.4477
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,15-19  years,Female,,,1803.056
LIFE_0000000034,Tx - person-years lived above age x,2012,15-19  years,Female,,,4029393
LIFE_0000000034,Tx - person-years lived above age x,2012,20-24 years,Female,,,3604844
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,25-29 years,Female,,,0.00725
LIFE_0000000034,Tx - person-years lived above age x,2012,25-29 years,Female,,,3190638
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,30-34 years,Female,,,0.00882
LIFE_0000000031,lx - number of people left alive at age x,2012,30-34 years,Female,,,78761.12
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,35-39 years,Female,,,0.01083
LIFE_0000000031,lx - number of people left alive at age x,2012,35-39 years,Female,,,75360.91
LIFE_0000000031,lx - number of people left alive at age x,2012,40-44 years,Female,,,71387.56
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,40-44 years,Female,,,347628.9
LIFE_0000000031,lx - number of people left alive at age x,2012,45-49 years,Female,,,67642.91
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,45-49 years,Female,,,329463.3
LIFE_0000000035,ex - expectation of life at age x,2012,45-49 years,Female,,,24.97904
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2012,50-54 years,Female,,,310392.8
LIFE_0000000035,ex - expectation of life at age x,2012,50-54 years,Female,,,21.23431
LIFE_0000000035,ex - expectation of life at age x,2012,55-59 years,Female,,,17.51624
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,60-64 years,Female,,,0.14297
LIFE_0000000035,ex - expectation of life at age x,2012,60-64 years,Female,,,13.85614
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,65-69 years,Female,,,0.2184
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,65-69 years,Female,,,10291.26
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2012,70-74 years,Female,,,0.33915
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,70-74 years,Female,,,12490.89
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2012,75-79 years,Female,,,12055.38
LIFE_0000000034,Tx - person-years lived above age x,2012,75-79 years,Female,,,141149.8
LIFE_0000000034,Tx - person-years lived above age x,2012,80-84 years,Female,,,50495.81
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2012,85+ years,Female,,,0.33783
LIFE_0000000034,Tx - person-years lived above age x,2012,85+ years,Female,,,11906.12
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,<1 year,Male,,,0.08334
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,1-4 years,Male,,,0.01148
LIFE_0000000031,lx - number of people left alive at age x,2013,1-4 years,Male,,,92145.2
LIFE_0000000031,lx - number of people left alive at age x,2013,5-9 years,Male,,,88034.17
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,5-9 years,Male,,,436997.6
LIFE_0000000031,lx - number of people left alive at age x,2013,10-14 years,Male,,,86764.88
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,10-14 years,Male,,,432263.2
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,15-19  years,Male,,,427276
LIFE_0000000035,ex - expectation of life at age x,2013,15-19  years,Male,,,46.65939
LIFE_0000000035,ex - expectation of life at age x,2013,20-24 years,Male,,,42.40293
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,25-29 years,Male,,,0.0292
LIFE_0000000035,ex - expectation of life at age x,2013,25-29 years,Male,,,38.42225
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,30-34 years,Male,,,0.03757
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,35-39 years,Male,,,0.04907
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,35-39 years,Male,,,3786.584
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,40-44 years,Male,,,4241.553
LIFE_0000000034,Tx - person-years lived above age x,2013,40-44 years,Male,,,1996600
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,45-49 years,Male,,,4591.428
LIFE_0000000034,Tx - person-years lived above age x,2013,45-49 years,Male,,,1640001
LIFE_0000000034,Tx - person-years lived above age x,2013,50-54 years,Male,,,1305405
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,55-59 years,Male,,,0.02209
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,60-64 years,Male,,,0.03426
LIFE_0000000031,lx - number of people left alive at age x,2013,60-64 years,Male,,,53019.93
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,65-69 years,Male,,,0.05178
LIFE_0000000031,lx - number of people left alive at age x,2013,65-69 years,Male,,,44626.61
LIFE_0000000031,lx - number of people left alive at age x,2013,70-74 years,Male,,,34359.97
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,70-74 years,Male,,,142368.2
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,75-79 years,Male,,,83131.7
LIFE_0000000035,ex - expectation of life at age x,2013,75-79 years,Male,,,5.72408
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,80-84 years,Male,,,35000.25
LIFE_0000000035,ex - expectation of life at age x,2013,80-84 years,Male,,,4.06446
LIFE_0000000035,ex - expectation of life at age x,2013,85+ years,Male,,,2.87619
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,<1 year,Female,,,0.06883
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,1-4 years,Female,,,0.04679
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,1-4 years,Female,,,4357.25
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,5-9 years,Female,,,0.01871
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,5-9 years,Female,,,1660.766
LIFE_0000000034,Tx - person-years lived above age x,2013,5-9 years,Female,,,4964209
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,10-14 years,Female,,,800.3718
LIFE_0000000034,Tx - person-years lived above age x,2013,10-14 years,Female,,,4524565
LIFE_0000000034,Tx - person-years lived above age x,2013,15-19  years,Female,,,4091073
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,20-24 years,Female,,,0.00548
LIFE_0000000034,Tx - person-years lived above age x,2013,20-24 years,Female,,,3663848
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,25-29 years,Female,,,0.00693
LIFE_0000000031,lx - number of people left alive at age x,2013,25-29 years,Female,,,82214.52
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,30-34 years,Female,,,0.00823
LIFE_0000000031,lx - number of people left alive at age x,2013,30-34 years,Female,,,79415.55
LIFE_0000000031,lx - number of people left alive at age x,2013,35-39 years,Female,,,76212.64
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,35-39 years,Female,,,371700.8
LIFE_0000000031,lx - number of people left alive at age x,2013,40-44 years,Female,,,72450.94
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,40-44 years,Female,,,353193.8
LIFE_0000000035,ex - expectation of life at age x,2013,40-44 years,Female,,,28.73712
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2013,45-49 years,Female,,,335393
LIFE_0000000035,ex - expectation of life at age x,2013,45-49 years,Female,,,25.12639
LIFE_0000000035,ex - expectation of life at age x,2013,50-54 years,Female,,,21.35023
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,55-59 years,Female,,,0.08148
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,60-64 years,Female,,,0.14084
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,60-64 years,Female,,,7911.728
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2013,65-69 years,Female,,,0.21585
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,65-69 years,Female,,,10417.74
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2013,70-74 years,Female,,,12724.41
LIFE_0000000034,Tx - person-years lived above age x,2013,70-74 years,Female,,,304395.6
LIFE_0000000034,Tx - person-years lived above age x,2013,75-79 years,Female,,,146437.1
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,80-84 years,Female,,,0.21281
LIFE_0000000034,Tx - person-years lived above age x,2013,80-84 years,Female,,,52645.55
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2013,85+ years,Female,,,0.33678
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,<1 year,Male,,,0.0803
LIFE_0000000031,lx - number of people left alive at age x,2014,<1 year,Male,,,100000
LIFE_0000000031,lx - number of people left alive at age x,2014,1-4 years,Male,,,92420.17
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,1-4 years,Male,,,359508.2
LIFE_0000000031,lx - number of people left alive at age x,2014,5-9 years,Male,,,88469.8
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,5-9 years,Male,,,439261.2
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,10-14 years,Male,,,434604.3
LIFE_0000000035,ex - expectation of life at age x,2014,10-14 years,Male,,,51.4081
LIFE_0000000035,ex - expectation of life at age x,2014,15-19  years,Male,,,46.76255
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,20-24 years,Male,,,0.02549
LIFE_0000000035,ex - expectation of life at age x,2014,20-24 years,Male,,,42.52053
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,25-29 years,Male,,,0.0293
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,30-34 years,Male,,,0.03716
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,30-34 years,Male,,,2992.71
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,35-39 years,Male,,,3730.326
LIFE_0000000034,Tx - person-years lived above age x,2014,35-39 years,Male,,,2395930
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,40-44 years,Male,,,4208.662
LIFE_0000000034,Tx - person-years lived above age x,2014,40-44 years,Male,,,2017321
LIFE_0000000034,Tx - person-years lived above age x,2014,45-49 years,Male,,,1658476
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,50-54 years,Male,,,0.01694
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,55-59 years,Male,,,0.02188
LIFE_0000000031,lx - number of people left alive at age x,2014,55-59 years,Male,,,59767.01
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,60-64 years,Male,,,0.03382
LIFE_0000000031,lx - number of people left alive at age x,2014,60-64 years,Male,,,53553.26
LIFE_0000000031,lx - number of people left alive at age x,2014,65-69 years,Male,,,45177.1
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,65-69 years,Male,,,200977.5
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,70-74 years,Male,,,144775.5
LIFE_0000000035,ex - expectation of life at age x,2014,70-74 years,Male,,,7.91981
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,75-79 years,Male,,,84870.15
LIFE_0000000035,ex - expectation of life at age x,2014,75-79 years,Male,,,5.74601
LIFE_0000000035,ex - expectation of life at age x,2014,80-84 years,Male,,,4.07665
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,85+ years,Male,,,1
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,<1 year,Female,,,0.06637
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,<1 year,Female,,,6637.338
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,1-4 years,Female,,,0.04489
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,1-4 years,Female,,,4191.235
LIFE_0000000034,Tx - person-years lived above age x,2014,1-4 years,Female,,,5389717
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,5-9 years,Female,,,1606.316
LIFE_0000000034,Tx - person-years lived above age x,2014,5-9 years,Female,,,5027113
LIFE_0000000034,Tx - person-years lived above age x,2014,10-14 years,Female,,,4585272
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,15-19  years,Female,,,0.0042
LIFE_0000000034,Tx - person-years lived above age x,2014,15-19  years,Female,,,4149415
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,20-24 years,Female,,,0.00544
LIFE_0000000031,lx - number of people left alive at age x,2014,20-24 years,Female,,,84974
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,25-29 years,Female,,,0.00664
LIFE_0000000031,lx - number of people left alive at age x,2014,25-29 years,Female,,,82691.45
LIFE_0000000031,lx - number of people left alive at age x,2014,30-34 years,Female,,,79990.63
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,30-34 years,Female,,,392449.7
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,35-39 years,Female,,,376091.7
LIFE_0000000035,ex - expectation of life at age x,2014,35-39 years,Female,,,32.49321
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,40-44 years,Female,,,358423.1
LIFE_0000000035,ex - expectation of life at age x,2014,40-44 years,Female,,,28.93797
LIFE_0000000035,ex - expectation of life at age x,2014,45-49 years,Female,,,25.27343
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,50-54 years,Female,,,0.06159
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,55-59 years,Female,,,0.08043
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,55-59 years,Female,,,5013.396
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,60-64 years,Female,,,0.13871
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,60-64 years,Female,,,7950.34
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,65-69 years,Female,,,10527.61
LIFE_0000000034,Tx - person-years lived above age x,2014,65-69 years,Female,,,535844
LIFE_0000000034,Tx - person-years lived above age x,2014,70-74 years,Female,,,314209.6
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,75-79 years,Female,,,0.13076
LIFE_0000000034,Tx - person-years lived above age x,2014,75-79 years,Female,,,151782
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,80-84 years,Female,,,0.21148
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2014,85+ years,Female,,,0.3357
LIFE_0000000031,lx - number of people left alive at age x,2014,85+ years,Female,,,4389.696
LIFE_0000000031,lx - number of people left alive at age x,2015,<1 year,Male,,,100000
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2015,<1 year,Male,,,94509.27
LIFE_0000000031,lx - number of people left alive at age x,2015,1-4 years,Male,,,92657.21
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2015,1-4 years,Male,,,360882
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2015,5-9 years,Male,,,441308.9
LIFE_0000000035,ex - expectation of life at age x,2015,5-9 years,Male,,,55.94014
LIFE_0000000035,ex - expectation of life at age x,2015,10-14 years,Male,,,51.66939
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2015,15-19  years,Male,,,0.01672
LIFE_0000000035,ex - expectation of life at age x,2015,15-19  years,Male,,,47.01285
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2015,20-24 years,Male,,,0.02522
